-0.446900	0.099707	0.889010	0.000000	-0.666592	0.625636	-0.405260	0.000000	-0.596604	-0.773717	-0.213132	0.000000	0.895111	1.675051	-0.200043	1.000000	
-0.568168	0.044299	0.821719	0.000000	-0.628593	0.621079	-0.468116	0.000000	-0.531089	-0.782495	-0.325031	0.000000	0.832052	1.686021	-0.132729	1.000000	
-0.594683	-0.000896	0.803960	0.000000	-0.615042	0.644519	-0.454223	0.000000	-0.517760	-0.764588	-0.383835	0.000000	0.792589	1.682581	-0.102075	1.000000	
-0.657438	0.020508	0.753229	0.000000	-0.573032	0.635507	-0.517460	0.000000	-0.489294	-0.771823	-0.406055	0.000000	0.759430	1.683132	-0.071921	1.000000	
-0.689954	0.018128	0.723626	0.000000	-0.547776	0.640423	-0.538330	0.000000	-0.473186	-0.767808	-0.431932	0.000000	0.728475	1.686671	-0.047564	1.000000	
-0.724087	0.018219	0.689468	0.000000	-0.521446	0.639838	-0.564536	0.000000	-0.451433	-0.768294	-0.453798	0.000000	0.699424	1.685954	-0.025424	1.000000	
-0.752087	0.019528	0.658774	0.000000	-0.496168	0.641141	-0.585453	0.000000	-0.433800	-0.767175	-0.472505	0.000000	0.670872	1.685682	-0.005458	1.000000	
-0.771354	0.018930	0.636125	0.000000	-0.481319	0.636573	-0.602583	0.000000	-0.416347	-0.770984	-0.481912	0.000000	0.656600	1.684107	0.006397	1.000000	
-0.776045	-0.001486	0.630676	0.000000	-0.481502	0.647241	-0.590961	0.000000	-0.407321	-0.762284	-0.503003	0.000000	0.648732	1.663955	0.014987	1.000000	
-0.769349	-0.009694	0.638756	0.000000	-0.479548	0.669368	-0.567432	0.000000	-0.422062	-0.742868	-0.519626	0.000000	0.643258	1.636256	0.018726	1.000000	
-0.771112	-0.013259	0.636562	0.000000	-0.465744	0.693443	-0.549745	0.000000	-0.434130	-0.720390	-0.540897	0.000000	0.638932	1.600392	0.015124	1.000000	
-0.774870	-0.021741	0.631747	0.000000	-0.450245	0.720467	-0.527453	0.000000	-0.443686	-0.693148	-0.568057	0.000000	0.631531	1.563978	0.011812	1.000000	
-0.770179	-0.029702	0.637136	0.000000	-0.441201	0.746186	-0.498545	0.000000	-0.460614	-0.665074	-0.587802	0.000000	0.623446	1.529503	0.006976	1.000000	
-0.761686	-0.039389	0.646748	0.000000	-0.432328	0.774371	-0.461998	0.000000	-0.482626	-0.631504	-0.606856	0.000000	0.611549	1.491264	-0.000195	1.000000	
-0.764350	-0.045581	0.643188	0.000000	-0.418686	0.793692	-0.441311	0.000000	-0.490378	-0.606610	-0.625743	0.000000	0.599078	1.454613	-0.013318	1.000000	
-0.765426	-0.054043	0.641250	0.000000	-0.407767	0.811620	-0.418329	0.000000	-0.497844	-0.581681	-0.643272	0.000000	0.589847	1.424475	-0.023164	1.000000	
-0.761068	-0.060116	0.645880	0.000000	-0.395620	0.832091	-0.388727	0.000000	-0.514062	-0.551371	-0.657062	0.000000	0.584336	1.391357	-0.033879	1.000000	
-0.769130	-0.055805	0.636651	0.000000	-0.369980	0.851153	-0.372362	0.000000	-0.521108	-0.521943	-0.675294	0.000000	0.578047	1.362338	-0.038066	1.000000	
-0.779471	-0.072727	0.622203	0.000000	-0.361292	0.863595	-0.351670	0.000000	-0.511755	-0.498914	-0.699423	0.000000	0.570335	1.336452	-0.043114	1.000000	
