-0.421595	0.019607	0.906572	0.000000	-0.751778	0.551472	-0.361536	0.000000	-0.507038	-0.833963	-0.217758	0.000000	0.868275	1.764267	0.087610	1.000000	
-0.388081	0.004511	0.921614	0.000000	-0.731171	0.607252	-0.310860	0.000000	-0.561054	-0.794497	-0.232365	0.000000	0.875278	1.720779	0.072497	1.000000	
-0.348167	-0.021381	0.937189	0.000000	-0.718825	0.647806	-0.252265	0.000000	-0.601723	-0.761505	-0.240914	0.000000	0.881677	1.685773	0.052038	1.000000	
-0.331492	-0.022922	0.943179	0.000000	-0.702094	0.673786	-0.230385	0.000000	-0.630220	-0.738571	-0.239448	0.000000	0.888562	1.657684	0.030453	1.000000	
-0.355586	-0.031478	0.934113	0.000000	-0.697826	0.673811	-0.242933	0.000000	-0.621769	-0.738232	-0.261564	0.000000	0.886921	1.650910	0.027116	1.000000	
-0.339087	-0.034246	0.940131	0.000000	-0.691583	0.686544	-0.224432	0.000000	-0.637756	-0.726281	-0.256482	0.000000	0.898261	1.649512	0.001090	1.000000	
-0.317225	-0.028256	0.947929	0.000000	-0.695889	0.686011	-0.212431	0.000000	-0.644288	-0.727042	-0.237283	0.000000	0.905668	1.647288	-0.014256	1.000000	
-0.269726	-0.025886	0.962589	0.000000	-0.697669	0.694256	-0.176823	0.000000	-0.663706	-0.719262	-0.205319	0.000000	0.914106	1.645118	-0.039976	1.000000	
-0.196346	0.012296	0.980458	0.000000	-0.699155	0.699318	-0.148783	0.000000	-0.687481	-0.714705	-0.128711	0.000000	0.923301	1.641046	-0.087046	1.000000	
-0.141634	0.034199	0.989328	0.000000	-0.688539	0.714645	-0.123277	0.000000	-0.711234	-0.698651	-0.077671	0.000000	0.925436	1.631217	-0.122412	1.000000	
-0.205369	0.034603	0.978073	0.000000	-0.649177	0.743055	-0.162598	0.000000	-0.732388	-0.668335	-0.130137	0.000000	0.914765	1.603697	-0.084347	1.000000	
-0.266470	0.026677	0.963474	0.000000	-0.616270	0.763874	-0.191593	0.000000	-0.741084	-0.644814	-0.187109	0.000000	0.899137	1.581547	-0.049961	1.000000	
-0.317333	0.013616	0.948217	0.000000	-0.581375	0.787160	-0.205867	0.000000	-0.749202	-0.616598	-0.241876	0.000000	0.882735	1.558397	-0.022601	1.000000	
-0.381828	0.002462	0.924230	0.000000	-0.538889	0.811829	-0.224794	0.000000	-0.750870	-0.583890	-0.308653	0.000000	0.871305	1.534167	0.004034	1.000000	
-0.433958	-0.043339	0.899890	0.000000	-0.519792	0.827879	-0.210790	0.000000	-0.735865	-0.559230	-0.381792	0.000000	0.861495	1.506807	0.030337	1.000000	
-0.389482	-0.014551	0.920919	0.000000	-0.465896	0.865632	-0.183363	0.000000	-0.794509	-0.500469	-0.343928	0.000000	0.871084	1.467447	0.008779	1.000000	
-0.353664	-0.032488	0.934808	0.000000	-0.441742	0.886727	-0.136306	0.000000	-0.824491	-0.461151	-0.327955	0.000000	0.876676	1.428357	-0.019236	1.000000	
-0.335648	-0.033767	0.941382	0.000000	-0.409558	0.905189	-0.113558	0.000000	-0.848294	-0.423666	-0.317654	0.000000	0.875131	1.394991	-0.040475	1.000000	
-0.299291	-0.044396	0.953129	0.000000	-0.368409	0.926832	-0.072512	0.000000	-0.880171	-0.372843	-0.293748	0.000000	0.868610	1.359560	-0.070038	1.000000	
-0.283225	-0.035144	0.958409	0.000000	-0.341841	0.937392	-0.066646	0.000000	-0.896063	-0.346500	-0.277506	0.000000	0.858691	1.334803	-0.081656	1.000000	
-0.359169	-0.011534	0.933201	0.000000	-0.357823	0.925211	-0.126283	0.000000	-0.861952	-0.379277	-0.336434	0.000000	0.845113	1.354816	-0.036544	1.000000	
-0.437662	-0.009647	0.899088	0.000000	-0.390341	0.902838	-0.180324	0.000000	-0.809991	-0.429872	-0.398904	0.000000	0.822617	1.396683	0.028879	1.000000	
-0.468552	-0.001349	0.883435	0.000000	-0.422548	0.878537	-0.222767	0.000000	-0.775830	-0.477672	-0.412211	0.000000	0.805100	1.429005	0.067822	1.000000	
-0.410327	0.003792	0.911930	0.000000	-0.431516	0.880148	-0.197823	0.000000	-0.803384	-0.474685	-0.359512	0.000000	0.798418	1.430864	0.084440	1.000000	
-0.463667	-0.007335	0.885979	0.000000	-0.367752	0.911354	-0.184913	0.000000	-0.806084	-0.411559	-0.425262	0.000000	0.783485	1.387082	0.105800	1.000000	
-0.539662	-0.011125	0.841808	0.000000	-0.294361	0.939293	-0.176294	0.000000	-0.788743	-0.342934	-0.510176	0.000000	0.746233	1.338681	0.139651	1.000000	
-0.607257	-0.027545	0.794027	0.000000	-0.255785	0.952968	-0.162561	0.000000	-0.752205	-0.301816	-0.585742	0.000000	0.709215	1.312536	0.177135	1.000000	
-0.626050	-0.036541	0.778926	0.000000	-0.252119	0.954735	-0.157848	0.000000	-0.737901	-0.295203	-0.606925	0.000000	0.704141	1.307013	0.182576	1.000000	
-0.626363	-0.036029	0.778698	0.000000	-0.322387	0.921475	-0.216683	0.000000	-0.709744	-0.386764	-0.588793	0.000000	0.712944	1.361407	0.179478	1.000000	
-0.587002	-0.039512	0.808620	0.000000	-0.413594	0.873268	-0.257570	0.000000	-0.695966	-0.485635	-0.528952	0.000000	0.726338	1.450685	0.168633	1.000000	
-0.554450	-0.002831	0.832212	0.000000	-0.457066	0.836712	-0.301667	0.000000	-0.695468	-0.547635	-0.465209	0.000000	0.732758	1.507919	0.152186	1.000000	
-0.522496	0.019337	0.852422	0.000000	-0.456031	0.838395	-0.298545	0.000000	-0.720440	-0.544720	-0.429240	0.000000	0.729468	1.516490	0.156177	1.000000	
